query,labels,example_type
Show me Apple's company profile. What acquisitions has Apple made? Show me current job openings at Apple.,"COMPANY_PROFILE_QUERY,ACQUISITION_QUERY,JOBS_QUERY",triple
Get me the detailed company profile for Google. Show me Apple's acquisition history. List the latest job openings for Google.,"COMPANY_PROFILE_QUERY,ACQUISITION_QUERY,JOBS_QUERY",triple
I need the company profile for Microsoft. List the companies acquired by Google. Retrieve recent job postings at Microsoft.,"COMPANY_PROFILE_QUERY,ACQUISITION_QUERY,JOBS_QUERY",triple
Show me Apple's company profile. What acquisitions has Apple made? Show me the profile of Elon Musk.,"COMPANY_PROFILE_QUERY,ACQUISITION_QUERY,PEOPLE_PROFILE_QUERY",triple
Get me the detailed company profile for Google. Show me Apple's acquisition history. Retrieve the profile of Jeff Bezos.,"COMPANY_PROFILE_QUERY,ACQUISITION_QUERY,PEOPLE_PROFILE_QUERY",triple
I need the company profile for Microsoft. List the companies acquired by Google. Give me the profile of Sundar Pichai.,"COMPANY_PROFILE_QUERY,ACQUISITION_QUERY,PEOPLE_PROFILE_QUERY",triple
Show me Apple's company profile. What acquisitions has Apple made? What is Elon Musk's educational background?,"COMPANY_PROFILE_QUERY,ACQUISITION_QUERY,EDUCATION_QUERY",triple
Get me the detailed company profile for Google. Show me Apple's acquisition history. Show me the degrees held by Jeff Bezos.,"COMPANY_PROFILE_QUERY,ACQUISITION_QUERY,EDUCATION_QUERY",triple
I need the company profile for Microsoft. List the companies acquired by Google. Retrieve the educational qualifications of Sundar Pichai.,"COMPANY_PROFILE_QUERY,ACQUISITION_QUERY,EDUCATION_QUERY",triple
Show me Apple's company profile. What acquisitions has Apple made? Who are the main competitors of Apple?,"COMPANY_PROFILE_QUERY,ACQUISITION_QUERY,COMPETITOR_LOOKUP",triple
Get me the detailed company profile for Google. Show me Apple's acquisition history. List Google's top competitors.,"COMPANY_PROFILE_QUERY,ACQUISITION_QUERY,COMPETITOR_LOOKUP",triple
I need the company profile for Microsoft. List the companies acquired by Google. Show me the competitors of Microsoft.,"COMPANY_PROFILE_QUERY,ACQUISITION_QUERY,COMPETITOR_LOOKUP",triple
Show me Apple's company profile. What acquisitions has Apple made? Identify companies in cybersecurity that recently secured funding.,"COMPANY_PROFILE_QUERY,ACQUISITION_QUERY,LEAD_GENERATION_QUERY",triple
Get me the detailed company profile for Google. Show me Apple's acquisition history. Show me startups in AI that are potential sales leads.,"COMPANY_PROFILE_QUERY,ACQUISITION_QUERY,LEAD_GENERATION_QUERY",triple
I need the company profile for Microsoft. List the companies acquired by Google. List emerging fintech companies for lead generation.,"COMPANY_PROFILE_QUERY,ACQUISITION_QUERY,LEAD_GENERATION_QUERY",triple
Show me Apple's company profile. What acquisitions has Apple made? Provide an analysis of the top 5 players in the cloud computing market.,"COMPANY_PROFILE_QUERY,ACQUISITION_QUERY,MARKET_ANALYSIS_QUERY",triple
Get me the detailed company profile for Google. Show me Apple's acquisition history. Show me a market analysis of the fintech sector.,"COMPANY_PROFILE_QUERY,ACQUISITION_QUERY,MARKET_ANALYSIS_QUERY",triple
I need the company profile for Microsoft. List the companies acquired by Google. What are the current trends in the startup ecosystem?,"COMPANY_PROFILE_QUERY,ACQUISITION_QUERY,MARKET_ANALYSIS_QUERY",triple
Show me Apple's company profile. What acquisitions has Apple made? Show me the latest TechCrunch articles on startups.,"COMPANY_PROFILE_QUERY,ACQUISITION_QUERY,TECH_NEWS_QUERY",triple
Get me the detailed company profile for Google. Show me Apple's acquisition history. Retrieve recent tech news on emerging startups.,"COMPANY_PROFILE_QUERY,ACQUISITION_QUERY,TECH_NEWS_QUERY",triple
I need the company profile for Microsoft. List the companies acquired by Google. What are the latest tech headlines in the startup world?,"COMPANY_PROFILE_QUERY,ACQUISITION_QUERY,TECH_NEWS_QUERY",triple
Show me Apple's company profile. What acquisitions has Apple made? Show me the latest funding news in the startup world.,"COMPANY_PROFILE_QUERY,ACQUISITION_QUERY,FUNDING_NEWS_QUERY",triple
Get me the detailed company profile for Google. Show me Apple's acquisition history. Retrieve recent articles about startup funding.,"COMPANY_PROFILE_QUERY,ACQUISITION_QUERY,FUNDING_NEWS_QUERY",triple
I need the company profile for Microsoft. List the companies acquired by Google. What are the current funding news headlines?,"COMPANY_PROFILE_QUERY,ACQUISITION_QUERY,FUNDING_NEWS_QUERY",triple
Show me Apple's company profile. What acquisitions has Apple made? Show me upcoming industry events for startups.,"COMPANY_PROFILE_QUERY,ACQUISITION_QUERY,EVENT_QUERY",triple
Get me the detailed company profile for Google. Show me Apple's acquisition history. List the next tech conferences for startups.,"COMPANY_PROFILE_QUERY,ACQUISITION_QUERY,EVENT_QUERY",triple
I need the company profile for Microsoft. List the companies acquired by Google. What industry events are happening this month for startups?,"COMPANY_PROFILE_QUERY,ACQUISITION_QUERY,EVENT_QUERY",triple
Show me Apple's company profile. What acquisitions has Apple made? Show me current market trends in the startup ecosystem.,"COMPANY_PROFILE_QUERY,ACQUISITION_QUERY,MARKET_TRENDS_QUERY",triple
Get me the detailed company profile for Google. Show me Apple's acquisition history. What are the latest market trends in tech startups?,"COMPANY_PROFILE_QUERY,ACQUISITION_QUERY,MARKET_TRENDS_QUERY",triple
I need the company profile for Microsoft. List the companies acquired by Google. Retrieve trends in the venture capital market.,"COMPANY_PROFILE_QUERY,ACQUISITION_QUERY,MARKET_TRENDS_QUERY",triple
Show me Apple's company profile. Which companies have gone public recently? Show me profiles of top investors in the startup ecosystem.,"COMPANY_PROFILE_QUERY,IPO_QUERY,INVESTOR_QUERY",triple
Get me the detailed company profile for Google. Show me the IPO details for Apple. Who are the leading investors in tech startups?,"COMPANY_PROFILE_QUERY,IPO_QUERY,INVESTOR_QUERY",triple
I need the company profile for Microsoft. What are the IPO dates for Google? Retrieve details about venture capital firms investing in AI.,"COMPANY_PROFILE_QUERY,IPO_QUERY,INVESTOR_QUERY",triple
Show me Apple's company profile. Which companies have gone public recently? Give me the investment history for Apple.,"COMPANY_PROFILE_QUERY,IPO_QUERY,INVESTMENT_DETAILS_QUERY",triple
Get me the detailed company profile for Google. Show me the IPO details for Apple. Show me the past investments made by Google.,"COMPANY_PROFILE_QUERY,IPO_QUERY,INVESTMENT_DETAILS_QUERY",triple
I need the company profile for Microsoft. What are the IPO dates for Google? Retrieve the investment details for Microsoft.,"COMPANY_PROFILE_QUERY,IPO_QUERY,INVESTMENT_DETAILS_QUERY",triple
Show me Apple's company profile. Which companies have gone public recently? Show me the parent company of YouTube.,"COMPANY_PROFILE_QUERY,IPO_QUERY,ORGANIZATION_RELATIONSHIP_QUERY",triple
Get me the detailed company profile for Google. Show me the IPO details for Apple. What is the subsidiary relationship of Alphabet?,"COMPANY_PROFILE_QUERY,IPO_QUERY,ORGANIZATION_RELATIONSHIP_QUERY",triple
I need the company profile for Microsoft. What are the IPO dates for Google? Retrieve details on the organizational hierarchy of Samsung.,"COMPANY_PROFILE_QUERY,IPO_QUERY,ORGANIZATION_RELATIONSHIP_QUERY",triple
Show me Apple's company profile. Which companies have gone public recently? Who are the co-investors in Apple's latest funding round?,"COMPANY_PROFILE_QUERY,IPO_QUERY,INVESTMENT_PARTNER_QUERY",triple
Get me the detailed company profile for Google. Show me the IPO details for Apple. List the investment partners for Google in its recent round.,"COMPANY_PROFILE_QUERY,IPO_QUERY,INVESTMENT_PARTNER_QUERY",triple
I need the company profile for Microsoft. What are the IPO dates for Google? Show me the co-investors for Microsoft's latest funding round.,"COMPANY_PROFILE_QUERY,IPO_QUERY,INVESTMENT_PARTNER_QUERY",triple
Show me Apple's company profile. Which companies have gone public recently? Show me details on Sequoia Capital's funds.,"COMPANY_PROFILE_QUERY,IPO_QUERY,FUNDS_QUERY",triple
Get me the detailed company profile for Google. Show me the IPO details for Apple. Retrieve information on Andreessen Horowitz's funds.,"COMPANY_PROFILE_QUERY,IPO_QUERY,FUNDS_QUERY",triple
I need the company profile for Microsoft. What are the IPO dates for Google? Give me the fund details for SoftBank.,"COMPANY_PROFILE_QUERY,IPO_QUERY,FUNDS_QUERY",triple
Show me Apple's company profile. Which companies have gone public recently? Show me current job openings at Apple.,"COMPANY_PROFILE_QUERY,IPO_QUERY,JOBS_QUERY",triple
Get me the detailed company profile for Google. Show me the IPO details for Apple. List the latest job openings for Google.,"COMPANY_PROFILE_QUERY,IPO_QUERY,JOBS_QUERY",triple
I need the company profile for Microsoft. What are the IPO dates for Google? Retrieve recent job postings at Microsoft.,"COMPANY_PROFILE_QUERY,IPO_QUERY,JOBS_QUERY",triple
Show me Apple's company profile. Which companies have gone public recently? Show me the profile of Elon Musk.,"COMPANY_PROFILE_QUERY,IPO_QUERY,PEOPLE_PROFILE_QUERY",triple
Get me the detailed company profile for Google. Show me the IPO details for Apple. Retrieve the profile of Jeff Bezos.,"COMPANY_PROFILE_QUERY,IPO_QUERY,PEOPLE_PROFILE_QUERY",triple
I need the company profile for Microsoft. What are the IPO dates for Google? Give me the profile of Sundar Pichai.,"COMPANY_PROFILE_QUERY,IPO_QUERY,PEOPLE_PROFILE_QUERY",triple
Show me Apple's company profile. Which companies have gone public recently? What is Elon Musk's educational background?,"COMPANY_PROFILE_QUERY,IPO_QUERY,EDUCATION_QUERY",triple
Get me the detailed company profile for Google. Show me the IPO details for Apple. Show me the degrees held by Jeff Bezos.,"COMPANY_PROFILE_QUERY,IPO_QUERY,EDUCATION_QUERY",triple
I need the company profile for Microsoft. What are the IPO dates for Google? Retrieve the educational qualifications of Sundar Pichai.,"COMPANY_PROFILE_QUERY,IPO_QUERY,EDUCATION_QUERY",triple
Show me Apple's company profile. Which companies have gone public recently? Who are the main competitors of Apple?,"COMPANY_PROFILE_QUERY,IPO_QUERY,COMPETITOR_LOOKUP",triple
Get me the detailed company profile for Google. Show me the IPO details for Apple. List Google's top competitors.,"COMPANY_PROFILE_QUERY,IPO_QUERY,COMPETITOR_LOOKUP",triple
I need the company profile for Microsoft. What are the IPO dates for Google? Show me the competitors of Microsoft.,"COMPANY_PROFILE_QUERY,IPO_QUERY,COMPETITOR_LOOKUP",triple
Show me Apple's company profile. Which companies have gone public recently? Identify companies in cybersecurity that recently secured funding.,"COMPANY_PROFILE_QUERY,IPO_QUERY,LEAD_GENERATION_QUERY",triple
Get me the detailed company profile for Google. Show me the IPO details for Apple. Show me startups in AI that are potential sales leads.,"COMPANY_PROFILE_QUERY,IPO_QUERY,LEAD_GENERATION_QUERY",triple
I need the company profile for Microsoft. What are the IPO dates for Google? List emerging fintech companies for lead generation.,"COMPANY_PROFILE_QUERY,IPO_QUERY,LEAD_GENERATION_QUERY",triple
Show me Apple's company profile. Which companies have gone public recently? Provide an analysis of the top 5 players in the cloud computing market.,"COMPANY_PROFILE_QUERY,IPO_QUERY,MARKET_ANALYSIS_QUERY",triple
Get me the detailed company profile for Google. Show me the IPO details for Apple. Show me a market analysis of the fintech sector.,"COMPANY_PROFILE_QUERY,IPO_QUERY,MARKET_ANALYSIS_QUERY",triple
I need the company profile for Microsoft. What are the IPO dates for Google? What are the current trends in the startup ecosystem?,"COMPANY_PROFILE_QUERY,IPO_QUERY,MARKET_ANALYSIS_QUERY",triple
Show me Apple's company profile. Which companies have gone public recently? Show me the latest TechCrunch articles on startups.,"COMPANY_PROFILE_QUERY,IPO_QUERY,TECH_NEWS_QUERY",triple
Get me the detailed company profile for Google. Show me the IPO details for Apple. Retrieve recent tech news on emerging startups.,"COMPANY_PROFILE_QUERY,IPO_QUERY,TECH_NEWS_QUERY",triple
I need the company profile for Microsoft. What are the IPO dates for Google? What are the latest tech headlines in the startup world?,"COMPANY_PROFILE_QUERY,IPO_QUERY,TECH_NEWS_QUERY",triple
Show me Apple's company profile. Which companies have gone public recently? Show me the latest funding news in the startup world.,"COMPANY_PROFILE_QUERY,IPO_QUERY,FUNDING_NEWS_QUERY",triple
Get me the detailed company profile for Google. Show me the IPO details for Apple. Retrieve recent articles about startup funding.,"COMPANY_PROFILE_QUERY,IPO_QUERY,FUNDING_NEWS_QUERY",triple
I need the company profile for Microsoft. What are the IPO dates for Google? What are the current funding news headlines?,"COMPANY_PROFILE_QUERY,IPO_QUERY,FUNDING_NEWS_QUERY",triple
Show me Apple's company profile. Which companies have gone public recently? Show me upcoming industry events for startups.,"COMPANY_PROFILE_QUERY,IPO_QUERY,EVENT_QUERY",triple
Get me the detailed company profile for Google. Show me the IPO details for Apple. List the next tech conferences for startups.,"COMPANY_PROFILE_QUERY,IPO_QUERY,EVENT_QUERY",triple
I need the company profile for Microsoft. What are the IPO dates for Google? What industry events are happening this month for startups?,"COMPANY_PROFILE_QUERY,IPO_QUERY,EVENT_QUERY",triple
Show me Apple's company profile. Which companies have gone public recently? Show me current market trends in the startup ecosystem.,"COMPANY_PROFILE_QUERY,IPO_QUERY,MARKET_TRENDS_QUERY",triple
Get me the detailed company profile for Google. Show me the IPO details for Apple. What are the latest market trends in tech startups?,"COMPANY_PROFILE_QUERY,IPO_QUERY,MARKET_TRENDS_QUERY",triple
I need the company profile for Microsoft. What are the IPO dates for Google? Retrieve trends in the venture capital market.,"COMPANY_PROFILE_QUERY,IPO_QUERY,MARKET_TRENDS_QUERY",triple
Show me Apple's company profile. Show me profiles of top investors in the startup ecosystem. Give me the investment history for Apple.,"COMPANY_PROFILE_QUERY,INVESTOR_QUERY,INVESTMENT_DETAILS_QUERY",triple
Get me the detailed company profile for Google. Who are the leading investors in tech startups? Show me the past investments made by Google.,"COMPANY_PROFILE_QUERY,INVESTOR_QUERY,INVESTMENT_DETAILS_QUERY",triple
I need the company profile for Microsoft. Retrieve details about venture capital firms investing in AI. Retrieve the investment details for Microsoft.,"COMPANY_PROFILE_QUERY,INVESTOR_QUERY,INVESTMENT_DETAILS_QUERY",triple
Show me Apple's company profile. Show me profiles of top investors in the startup ecosystem. Show me the parent company of YouTube.,"COMPANY_PROFILE_QUERY,INVESTOR_QUERY,ORGANIZATION_RELATIONSHIP_QUERY",triple
